WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Estimates Start After
622,CMR,NGDPDPC,Cameroon,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",928.577,1022.233,953.543,935.494,962.85,979.483,1242.483,1399.288,1380.513,1194.707,1159.858,1254.628,1115.886,1130.159,746.71,688.963,746.867,734.603,713.686,707.439,630.698,649.524,705.615,862.274,1004.871,1007.39,1056.318,1187.888,1367.901,1309.59,1282.369,1402.976,1357.149,1471.207,1552.473,1338.603,1377.851,1441.546,1555.67,1523.656,1493.117,1657.081,1732.479,1811.66,1901.718,1994.37,2010
156,CAN,NGDPDPC,Canada,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11280.199,12396.666,12543.938,13493.198,13947.358,14185.922,14539.75,16408.139,19041.182,20842.455,21572.137,21885.57,20984.778,20210.452,20024.581,20706.725,21325.69,21930.485,21046.556,22340.553,24296.721,23859.714,24279.186,28338.745,32176.593,36439.62,40558.897,44716.985,46773.837,40990.625,47627.345,52285.937,52744.004,52708.61,51020.843,43626.47,42382.729,45205.027,46391.048,46271.717,42080.05,45870.636,48308.054,50520.907,52602.944,54726.41,2019
626,CAF,NGDPDPC,Central African Republic,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",313.369,316.495,298.747,279.719,265.441,340.227,431.342,465.181,490.939,474.879,539.656,502.896,489.786,418.922,268.106,340.988,298.443,285.804,296.103,290.99,238.505,242.794,260.865,310.302,336.409,356.688,381.315,427.313,485.807,482.648,492.078,551.028,566.199,380.304,424.67,377.476,402.053,450.744,488.589,479.863,480.49,521.753,554.245,586.26,617.746,650.074,2004
628,TCD,NGDPDPC,Chad,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",163.554,189.349,178.888,174.759,182.983,192.956,230.715,253.529,287.003,262.413,306.217,293.844,296.666,251.096,196.901,233.418,250.861,232.968,254.121,215.939,188.139,223.102,250.264,330.959,513.888,661.203,712.529,803.018,932.601,805.798,895.354,985.629,970.738,982.92,1024.838,776.105,700.558,671.18,713.034,685.677,639.847,710.177,749.266,781.699,811.874,842.268,2017
228,CHL,NGDPDPC,Chile,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2579.918,3004.727,2204.378,1762.216,1687.021,1424.363,1504.431,1743.88,2021.045,2289.447,2503.865,2829.736,3368.273,3547.017,4030.063,5117.696,5349.581,5743.716,5446.545,4952.865,5071.704,4572.864,4443.764,4770.33,6193.085,7600.35,9473.005,10507.911,10748.979,10220.085,12794.376,14611.034,15308.175,15804.806,14644.044,13571.923,13781.404,15037.649,15903.007,14772.111,12612.322,14208.687,15282.559,16241.74,17111.941,17947.191,2019
924,CHN,NGDPDPC,China,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",307.003,288.527,279.977,296.507,301.105,293.007,279.911,299.834,368.069,406.523,346.864,356.766,420.031,520.962,468.658,603.544,703.066,774.912,820.907,865.228,951.153,1044.971,1141.146,1282.204,1499.748,1751.425,2095.211,2691.066,3446.784,3813.408,4499.79,5560.736,6306.662,7073.494,7694.149,8084.8,8119.617,8823.462,9919.808,10286.58,10582.102,11712.853,12706.829,13799.136,14981.572,16242.176,2018
233,COL,NGDPDPC,Colombia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1634.021,1741.397,1824.802,1775.313,1717.028,1576.943,1547.019,1577.328,1665.57,1645.349,1642.451,1663.08,1929.387,2145.641,2648.362,2947.982,3046.81,3301.526,3001.973,2596.739,2462.527,2390.513,2354.598,2246.975,2745.849,3394.832,3727.432,4694.835,5455.539,5168.382,6295.287,7274.744,7957.831,8108.766,7998.843,6088.678,5799.615,6327.39,6692.123,6423.179,5207.238,5456.707,5713.402,5999.324,6299.5,6614.738,2019
632,COM,NGDPDPC,Comoros,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",684.569,584.519,541.617,513.524,490.137,482.697,629.744,741.276,772.133,731.08,868.945,895.707,955.474,916.695,660.355,806.805,789.145,714.272,701.452,703.067,628.071,675.05,757.399,949.68,1055.357,1085.659,1110.984,1251.857,1403.796,1351.145,1322.638,1450.159,1403.417,1500.731,1505.178,1231.135,1256.035,1300.566,1386.014,1362.418,1336.954,1431.081,1486.164,1541.033,1594.492,1651.213,2015
636,COD,NGDPDPC,Democratic Republic of the Congo,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2607.244,2197.24,2312.736,1805.781,1166.488,1032.032,1120.941,1027.354,1152.288,1135.105,1138.475,1070.239,935.229,1182.365,621.048,584.269,731.024,642.729,461.123,410.453,397.025,146.542,165.772,160.842,171.721,189.034,218.022,245.818,280.395,257.769,288.015,334.393,368.393,398.627,425.329,435.979,409.046,407.705,495.635,508.953,456.892,477.888,489.987,502.834,517.742,532.956,2019
634,COG,NGDPDPC,Republic of Congo,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1362.75,1083.721,916.547,808.393,721.033,717.264,951.697,1121.613,1157.519,1150.77,1310.373,1326.741,1398.92,1249.625,839.501,973.005,1097.225,967.806,823.561,949.351,1268.422,1037.327,1109.284,1255.568,1617.326,2058.304,2436.377,2586.304,3346.18,2722.039,3597.956,4175.34,4607.39,4559.725,4438.243,2873.72,2395.178,2555.443,3007.47,2745.8,2128.233,2271.212,2344.164,2427.755,2479.092,2544.129,2017
238,CRI,NGDPDPC,Costa Rica,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2100.757,1107.138,1067.872,1252.589,1415.777,1472.762,1605.215,1606.451,1591.981,1756.797,1873.621,2318.477,2688.046,2927.069,3105.446,3327.394,3265.484,3437.063,3638.579,3703.133,3927.591,4029.576,4108.17,4213.892,4470.856,4743.154,5295.906,6187.386,7003.463,6897.244,8264.202,9260.859,10054.526,10632.948,10679.134,11422.598,11779.244,11872.57,12123.959,12243.842,11629.012,11804.689,12415.739,13002.828,13605.123,14252.442,2019
662,CIV,NGDPDPC,Côte d'Ivoire,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1736.221,1406.871,1215.248,1043.542,1012.116,993.889,1280.028,1355.587,1357.326,1248.332,1327.006,1240.002,1268.082,1142.984,835.236,1073.949,1152.482,1084.69,1137.461,1088.344,920.472,935.446,1009.639,1216.937,1282.215,1287.97,1308.58,1458.236,1697.048,1657.596,1650.956,1660.451,1686.73,1919.162,2115.189,1932.222,1971.618,2066.845,2254.097,2229.559,2281.417,2570.756,2732.012,2882.053,3045.351,3217.916,2015
960,HRV,NGDPDPC,Croatia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2576.83,2790.929,3816.124,5003.483,5226.278,5218.241,5603.953,5107.888,4946.193,5384.355,6229.035,8055.287,9370.189,10217.618,11359.693,13564.311,15845.605,14133.943,13537.429,14565.406,13236.669,13641.244,13601.484,11781.783,12361.535,13410.787,14915.871,14853.016,14033.238,16401.469,17792.738,19101.833,20428.338,21542.009,2019
423,CYP,NGDPDPC,Cyprus,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4549.59,4352.502,4452.666,4399.223,4575.652,4824.674,6057.903,7188.216,8204.3,8635.765,10359.998,10413.726,12158.597,11342.407,12525.318,15396.919,15260.553,14324.09,15181.97,15379.835,14464.679,14905.024,16188.531,20389.178,23969.991,25527.252,27448.569,31774.426,36009.56,32650.265,31439.124,32819.465,28993.69,27601.694,26961.577,23354.312,24618.931,26474.532,28897.315,28049.006,26240.048,29685.745,31147.893,32535.273,33668.386,34830.192,2019
935,CZE,NGDPDPC,Czech Republic,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5820.043,6529.042,6030.633,6484.201,6333.862,6015.067,6627.103,8056.318,9823.287,11751.897,13446.938,15284.674,18527.743,22925.748,19908.146,19983.577,21890.781,19880.902,20129.622,19915.381,17842.868,18597.213,20666.666,23459.702,23538.518,22627.469,25990.628,27782.656,29463.499,30952.208,32288.877,2019
128,DNK,NGDPDPC,Denmark,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",13886.37,12076.174,11801.273,11852.891,11561.767,12259.279,17215.426,21349.948,22528.114,21913.155,26920.581,27052.653,29622.474,27640.496,30050.878,35471.255,35732.689,32897.57,33426.974,33492.354,30798.717,30806.607,33275.556,40512.045,46571.283,48872.095,52121.249,58641.193,64531.119,58286.537,58177.162,61864.093,58623.414,61325.575,62729.499,53478.495,54862.848,57302.171,61522.854,59770.324,58438.845,63644.749,66545.874,69355.237,72178.048,75091.41,2019
611,DJI,NGDPDPC,Djibouti,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1304.123,1311.499,1243.727,1276.414,1256.887,1213.516,1201.183,1195.412,1222.445,1222.757,1235.658,1240.878,1270.621,1312.143,1358.029,1433.162,1536.891,1734.616,1741.295,1833.846,2011.154,2137.598,2235.73,2357.803,2516.859,2622.858,2696.363,2872.07,3103.02,3074.334,3275.138,3464.271,3660.737,3850.184,4049.434,2018
321,DMA,NGDPDPC,Dominica,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,1112.642,1217.573,1346.688,1495.272,1642.752,1864.889,2102.964,2377.904,2582.185,2819.552,3087.299,3287.848,3448.673,3713.105,3855.291,4104.42,4254.367,4526.684,4657.561,4681.178,4775.344,4680.264,4825.77,5165.218,5127.438,5497.251,5939.91,6463.44,6903.996,6975.991,7082.731,6870.298,7096.217,7402.795,7645.438,8135.091,7401.087,7541.634,8305.393,7708.724,8110.566,8539.455,8974.292,9314.229,9643.02,2011
243,DOM,NGDPDPC,Dominican Republic,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1534.317,1677.447,1545.099,1562.13,2397.598,1022.611,1212.354,1245.272,1113.835,1230.744,1123.244,1365.232,1573.686,1741.669,1916.439,2141.061,2309.916,2495.032,2658.543,2674.828,2894.303,3007.381,3158.393,2460.554,2540.849,4008.356,4188.715,4803.473,5194.799,5151.172,5688.751,6063.35,6274.865,6413.934,6805.662,7139.507,7521.268,7874.941,8340.961,8595.611,7444.796,7740.11,8459.31,8960.428,9525.657,10132.156,2018
248,ECU,NGDPDPC,Ecuador,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2097.141,2087.382,2026.375,1732.499,1794.733,2044.313,1461.92,1332.147,1234.671,1182.529,1173.126,1286.617,1375.712,1572.842,1858.323,1980.373,2037.13,2253.233,2257.861,1598.768,1461.838,1909.424,2180.386,2434.977,2700.118,3025.012,3351.476,3588.311,4267.473,4241.938,4633.247,5192.875,5664.886,6030.502,6347,6099.351,6046.302,6216.606,6318.477,6221.667,5315.519,5589.243,5709.292,5806.701,5916.571,6043.324,2018
469,EGY,NGDPDPC,Egypt,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",580.042,617.659,711.351,846.388,925.97,1049.33,1132.456,1585.217,1858.029,2266.442,1870.847,923.843,825.448,897.202,968.914,1098.086,1209.49,1327.405,1454.957,1518.197,1636.752,1566.199,1355.278,1252.404,1195.597,1331.362,1563.739,1862.164,2271.232,2578.884,2922.796,3077.343,3379.013,3404.341,3520.357,3731.177,3653.665,2484.537,2577.269,3043.64,3561.135,3606.287,3705.997,3859.273,4016.669,4212.439,2018
253,SLV,NGDPDPC,El Salvador,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",827.158,721.105,706.494,672.516,488.784,471.502,469.937,472.147,543.469,611.47,914.131,983.18,1073.311,1216.701,1380.708,1585.109,1684.786,1778.838,1886.36,1930.623,2001.538,2072.3,2124.103,2209.497,2278.432,2428.57,2631.82,2786.158,2933.395,2858.479,2983.23,3266.011,3428.409,3509.53,3589.041,3705.578,3805.992,3910.253,4067.658,4186.96,3821.286,4023.229,4195.149,4346.251,4481.825,4610.239,2018
642,GNQ,NGDPDPC,Equatorial Guinea,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",123.403,109.806,121.292,126.408,130.117,205.657,241.443,284.263,296.908,253.241,312.102,299.071,351.662,343.493,245.881,333.846,527.121,965.017,777.254,1250.993,1885.985,2616.487,3107.854,5424.13,8214.073,10810.445,12743.347,15782.688,22834.435,16596.742,17153.165,21479.995,21556.417,20252.748,19271.286,11217.985,9202.537,9624.532,10365.49,8689.949,7131.157,8000.28,7760.129,7727.182,7675.724,7568.584,2015
643,ERI,NGDPDPC,Eritrea,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,268.192,167.084,195.44,219.091,263.808,270.574,283.919,274.584,238.508,245.162,227.498,258.933,315.55,300.697,321.219,340.334,301.238,415.601,501.424,642.502,693.804,596.754,786.54,603.193,655.424,557.857,580.845,566.731,585.158,632.409,655.455,680.185,706.341,733.909,2006
939,EST,NGDPDPC,Estonia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1192.824,1709.316,2717.896,3375.816,3682.085,4090.216,4155.125,4090.313,4519.541,5361.678,7218.914,8922.069,10420.438,12649.229,16762.289,18295.531,14839.884,14816.055,17641.54,17544.541,19179.836,20387.086,17531.057,18444.686,20451.243,23181.22,23757.617,22985.858,26377.577,28245.303,29871.398,31493.962,33128.826,2019
734,SWZ,NGDPDPC,Eswatini,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1353.87,1390.764,1208.985,1207.844,999.523,762.131,936.249,1172.28,1332.878,1306.668,1552.212,1567.762,1699.814,1750.159,1859.518,2171.72,2012.452,2105.168,1914.241,1861.496,1818.67,1599.207,1473.717,2235.678,2797.022,3174.588,3262.223,3402.163,3214.488,3479.71,4263.91,4603.196,4628.251,4326.001,4133.025,3779.595,3536.599,4072.023,4267.107,4113.89,3414.805,3697.208,4101.994,4184.618,4312.202,4457.995,2017
644,ETH,NGDPDPC,Ethiopia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",215.178,215.599,220.557,237.661,217.423,246.507,247.981,256.699,257.56,262.233,269.082,287.651,293.35,176.465,151.965,142.808,154.564,147.254,129.859,121.551,128.621,123.892,116.452,120.601,138.282,164.937,198.696,244.495,326.82,351.341,324.285,361.829,493.321,535.264,613.101,702.767,777.294,829.313,852.011,960.765,974.088,917.884,928.122,974.433,1069.204,1165.716,2016
819,FJI,NGDPDPC,Fiji,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2056.073,2062.163,1941.771,1781.084,1828.856,1744.388,1954.085,1776.896,1672.492,1747.117,1959.194,2012.454,2208.958,2339.817,2590.933,2775.116,2975.914,2905.473,2282.246,2656.26,2286.992,2238.548,2467.527,3079.607,3601.622,3943.27,4041.487,4405.164,4535.432,3673.958,4004.674,4797.051,5017.72,5268.164,5611.185,5385.516,5620.61,6049.889,6222.571,6043.009,4370.888,4822.394,5333.522,5708.54,6051.738,6304.53,2017
172,FIN,NGDPDPC,Finland,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11257.795,10990.447,11036.936,10545.058,10889.934,11488.754,14998.341,18632.076,22122.56,24040.639,28489.569,25646.579,22496.237,17661.586,20429.387,26347.514,25833.03,24759.979,26074.066,26241.797,24379.783,25001.18,27008.262,32961.92,37816.081,39147.216,41308.623,48590.198,53897.91,47541.746,46647.002,51263.574,47850.555,50006.019,50434.791,42867.09,43865.756,46361.697,50074.88,48809.551,48461.475,54816.899,57381.159,59655.971,61640.399,63622.002,2019
132,FRA,NGDPDPC,France,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",13069.505,11456.04,10822.037,10292.761,9697.432,10108.561,13947.316,16793.955,18240.997,18236.767,22490.289,22406.387,24590.746,23082.715,24262.184,27741.294,27720.861,25028.466,25818.37,25550.782,23212.45,23245.258,25137.402,30682.636,35016.219,36057.117,37795.916,43060.031,47155.211,43190.972,42178.577,45419.973,42372.071,44144.617,44616.455,37937.861,38348.507,40134.128,43083.477,41896.577,39257.434,44769.804,46833.62,48579.217,50206.137,51768.641,2019
646,GAB,NGDPDPC,Gabon,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6093.615,5376.616,4930.527,4619.015,4346.388,4478.468,5735.355,4245.955,4581.144,4899.234,6815.634,5993.32,6015.511,5677.618,4293.942,4956.842,5552.917,5068.093,4161.617,4222.734,4477.321,4065.933,4210.284,5015.596,5837.617,6942.698,7271.093,8652.145,10418.276,7856.853,8933.306,10893.464,9903.41,9760.747,9746.786,7453.114,7082.218,7370.335,8220.49,8111.34,7185.417,7784.531,8276.119,8765.897,9354.223,9936.008,2004
648,GMB,NGDPDPC,The Gambia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1007.791,907.551,827.984,800.7,552.842,645.904,484.263,623.605,695.347,701.786,790.827,801.579,830.589,840.415,804.334,815.289,826.192,818.814,815.332,811.257,766.199,737.063,631.566,581.319,642.755,665.721,662.362,780.379,924.514,833.282,860.639,762.761,742.78,700.515,607.429,649.511,683.998,676.656,729.035,774.206,746.329,808.584,841.922,905.58,968.308,1019.332,2018
915,GEO,NGDPDPC,Georgia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,172.502,413.487,688.642,818.402,864.471,687.028,763.51,819.495,874.692,1034.708,1338.264,1682.657,2048.023,2700.586,3418.858,2890.875,3222.065,4003.471,4409.605,4622.966,4742.498,4017.622,4060.893,4358.594,4718.794,4765.085,4405.274,4714.277,5144.229,5604.054,6093.034,6611.116,2015
134,DEU,NGDPDPC,Germany,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11109.741,9329.591,9014.978,9025.206,8537.765,8678.853,12387.01,15411.529,16514.654,16232.121,20249.138,23453.063,26538.043,25602.881,27233.633,31829.61,30664.393,27170.747,27528.158,26984.243,23924.876,23869.773,25460.334,30668.943,34534.814,35020.197,36894.468,42299.862,46367.716,42338.713,42379.842,46697.522,43883.393,46299.227,48035.95,41107.222,42124.324,44537.098,47832.063,46472.623,45466.116,51967.326,54875.569,56966.915,58849.025,60890.484,2019
652,GHA,NGDPDPC,Ghana,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3570.708,5637.648,6416.822,4218.436,1409.563,1223.262,1106.505,906.981,941.734,935.965,1056.16,1154.359,1114.482,883.346,792.681,914.593,948.536,945.095,1001.888,1011.734,606.325,630.333,714.162,858.799,970.473,1147.612,1315.817,1516.071,1677.388,1462.816,1745.561,2123.668,2184.407,2389.773,1962.664,1753.851,1941.46,2037.95,2216.837,2220.824,2187.787,2299.88,2393.663,2538.872,2623.136,2720.44,2018
174,GRC,NGDPDPC,Greece,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5948.312,5422.695,5623.925,5050.595,4895.517,4832.492,5670.974,6577.878,7632.639,7879.212,9679.318,10282.862,11234.158,10451.746,11122.873,12997.524,13776.698,13484.135,13526.691,13901.672,12268.253,12579.412,14185.463,18534.613,22015.2,22608.39,24858.594,28900.031,32173.506,29829.303,26970.951,25902.566,22172.406,21804.955,21726.915,18114.719,18110.699,18899.832,20317.885,19569.531,18168.338,20520.686,22143.086,23526.977,24633.754,25441.141,2019
328,GRD,NGDPDPC,Grenada,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1246.003,1276.906,1347.451,1373.168,1478.411,1678.863,1873.217,2163.51,2410.287,2759.682,2888.348,3118.149,3191.017,3151.541,3270.578,3413.022,3640.139,3878.391,4401.422,4751.576,5117.591,5109.962,5292.234,5773.075,5836.177,6754.514,6766.481,7324.206,7947.444,7395.05,7365.657,7410.475,7583.181,7956.062,8569.917,9333.266,9892.569,10439.928,10791.285,11193.458,9824.338,10211.106,10887.073,11617.791,12202.116,12735.773,2016
258,GTM,NGDPDPC,Guatemala,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1070.285,1140.216,1126.186,1139.958,1163.06,1338.719,705.756,796.958,841.77,946.757,808.88,966.003,1045.433,1110.001,1228.968,1348.884,1408.233,1559.645,1656.359,1527.239,1555.638,1654.982,1795.747,1847.266,1951.799,2151.721,2336.914,2556.733,2873.114,2654.064,2836.014,3172.046,3267.783,3397.54,3632.027,3825.881,3982.166,4230.851,4235.776,4354.336,4239.672,4384.926,4514.728,4654.43,4870.258,5099.617,2019
656,GIN,NGDPDPC,Guinea,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,616.328,660.444,678.626,639.332,626.432,655.749,656.708,628.192,591.511,557.831,461.784,427.879,444.663,517.03,538.88,470.57,426.419,628.711,675.387,637.478,630.549,540.562,637.791,712.982,729.798,712.047,679.947,796.959,916.223,1012.495,1019.41,1066.837,1130.482,1183.036,1233.613,1286.699,2014
