WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Estimates Start After
654,GNB,NGDPDPC,Guinea-Bissau,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",370.185,463.692,516.549,570.682,388.702,559.368,534.912,444.504,406.033,478.384,571.817,787.213,843.597,636.881,344.118,725.815,676.103,628.438,517.661,496.411,327.943,338.362,374.5,435.072,447.804,482.181,467.998,543.408,672.251,613.569,644.344,775.206,688.497,711.927,712.826,707.897,748.089,864.141,866.451,810.558,766.749,843.473,888.42,942.862,997.536,1055.715,2017
336,GUY,NGDPDPC,Guyana,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1101.855,1055.839,904.864,921.541,861.055,924.305,1053.703,982.258,1125.871,1146.242,950.968,1036.884,1145.783,1392.984,1626.898,1832.399,2048.527,2161.647,2035.856,2010.769,2017.2,2023.617,2092.961,2144.109,2232.996,2305.907,2551.768,2982.217,3329.637,3457.367,3837.303,4402.775,5360.276,5476.744,5402.703,5579.974,5796.819,6104.158,6120.536,6594.375,8648.546,9912.697,13268.001,16641.024,17227.436,17627.709,2019
263,HTI,NGDPDPC,Haiti,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",262.992,284.378,290.559,306.357,333.456,363.722,396.964,192.106,124.836,113.095,141.053,124.201,73.121,86.327,233.228,363.089,367.881,415.344,454.909,498.588,466.904,414.689,396.995,335.3,391.062,468.896,508.225,619.792,679.013,672.08,665.225,744.211,769.71,812.777,831.842,815.634,735.757,765.642,868.28,772.863,732.066,697.488,712.581,728.209,745.254,764.584,0
268,HND,NGDPDPC,Honduras,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",955.25,1017.067,1015.875,1044.202,1092.454,1161.918,1180.458,1249.586,1351.372,1467.031,841.249,822.855,891.443,888.614,845.738,948.437,888.005,948.716,1023.397,1003.065,1080.465,1120.553,1122.064,1145.499,1204.48,1296.695,1420.134,1572.065,1727.829,1777.271,1891.157,2081.114,2144.369,2102.564,2206.056,2302.203,2342.023,2448.176,2479.071,2550.666,2412.435,2592.761,2690.15,2809.921,2946.886,3099.729,2019
532,HKG,NGDPDPC,Hong Kong SAR,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5664.005,5953.184,6096.008,5551.001,6127.277,6444.906,7328.419,8980.83,10453.711,11928.483,13280.622,15190.414,17586.44,19925.115,22038.531,22908.926,24698.956,27214.595,25649.085,24969.005,25574.491,25166.902,24731.081,23856.482,24873.898,26551.769,28028.157,30494.551,31487.94,30593.991,32421.361,34955.147,36623.745,38233.352,40185.303,42325.352,43491.305,46032.29,48313.86,48626.576,45175.727,47989.615,50849.553,53191.251,55615.103,58231.46,2019
944,HUN,NGDPDPC,Hungary,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2151.468,2207.127,2249.984,2046.399,1989.903,2022.961,2338.799,2582.847,2838.561,2909.702,3312.337,3350.242,3733.447,3871.071,4170.571,4491.215,4520.76,4591.492,4738.015,4786.245,4619.293,5269.607,6644.61,8410.769,10275.774,11188.448,11469.411,13904.826,15742.787,13035.623,13095.223,14130.741,12903.11,13665.259,14230.919,12634.917,12971.259,14442.803,16146.749,16469.607,15372.885,17644.529,19032.156,20387.916,21645.318,22825.727,2019
176,ISL,NGDPDPC,Iceland,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",15133.103,15454.708,14008.881,11865.27,12139.43,12517.151,16585.858,22795.638,24840.125,22646.588,25651.419,27183.019,27383.229,23749.384,24142.695,26711.55,27914.45,28090.812,31184.566,32539.786,32265.459,28957.269,32433.603,39567.447,47612.444,57267.863,57408.956,69928.197,56759.305,41220.967,43080.596,47600.734,46073.943,49815.679,54527.563,52838.356,62004.698,72356.317,73868.074,67857.184,57189.031,58370.627,59095.135,59651.522,60829.432,63995.653,2018
534,IND,NGDPDPC,India,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",271.031,274.726,277.965,296.291,281.099,302.945,315.161,346.171,357.799,352.182,374.002,308.37,322.512,306.44,352.172,380.321,406.968,422.809,420.573,449.725,451.114,459.473,479.063,556.326,638.787,726.918,814.353,1046.898,1019.511,1121.248,1384.174,1458.105,1443.879,1449.605,1573.881,1605.605,1732.051,1981.652,2005.863,2097.782,1876.525,2030.616,2195.138,2366.556,2544.262,2729.242,2013
536,IDN,NGDPDPC,Indonesia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",673.239,736.992,741.946,659.474,672.201,658.217,610.234,562.902,621.934,696.874,770.757,847.573,907.767,1013.057,1115.613,1254.023,1394.497,1308.114,572.09,829.574,870.154,834.139,1002.907,1186.845,1280.696,1403.876,1764.79,2064.232,2418.043,2464.956,3178.133,3688.531,3744.53,3684,3533.606,3367.691,3605.721,3885.465,3947.13,4196.67,4038.404,4287.185,4557.226,4834.009,5122.035,5428.874,2019
429,IRN,NGDPDPC,Islamic Republic of Iran,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2380.477,2484.973,3007.012,3537.949,3495.221,3776.613,4222.513,5465.15,6137.679,7128.938,10556.089,5417.511,872.336,1131.193,1412.712,1954.868,2620.047,3041.22,3364.215,4387.747,5698.409,5119.721,1957.433,2272.5,2734.027,3288.366,3834.729,4929.064,5621.054,5608.976,6504.869,7680.859,5118.474,5152.037,5395.791,4723.476,5026.648,5289.795,5288.858,7009.762,7256.949,7667.572,7986.324,8215.525,8417.998,8648.406,2019
433,IRQ,NGDPDPC,Iraq,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,608.655,1373.738,1828.738,2321.258,3090.851,4472.118,3701.862,4473.71,5848.537,6692.576,7021.406,6704.313,5047.118,4842.546,5261.832,5919.212,5883.683,4438.117,4766.61,4928.838,5122.371,5219.517,5315.96,2013
178,IRL,NGDPDPC,Ireland,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6248.497,5882.875,6074.536,5836.367,5588.492,5931.026,7988.406,9413.916,10359.133,10748.233,13636.693,13740.037,15322.795,14254.333,15446.181,19075.47,20769.059,22455.276,24185.585,26200.227,26119.177,28094.114,32481.823,40936.839,47400.974,50429.237,53705.292,60779.611,61139.454,52013.637,48699.63,51846.757,48851.166,51446.096,55513.262,61850.638,62710,69869.541,79133.165,80504.404,79668.502,90478.082,96391.21,101923.034,107192,112518.848,2019
436,ISR,NGDPDPC,Israel,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6083.364,6399.887,6738.029,7358.353,6877.32,6280.376,7613.286,8947.344,10902.019,10904.696,12475.518,13325.708,14375.683,14076.264,15664.297,18114.534,19359.563,19694.851,19428.134,19143.943,21053.853,20315.616,18445.454,18986.784,19905.253,20576.196,21843.657,24938.006,29576.789,27728.534,30704.804,33681.152,32523.867,36332.087,37755.123,35828.169,37293.842,40491.327,41720.577,43603.013,41559.509,43439.384,44805.973,46252.608,47693.465,49091.891,2019
136,ITA,NGDPDPC,Italy,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8544.045,7735.742,7639.097,7921.894,7826.608,8078.957,11440.458,14359.802,15905.349,16530.734,20614.413,21756.271,23074.811,18539.358,19114.934,20675.341,23094.426,21858.45,22348.031,22029.683,20153.067,20505.939,22384.076,27573.809,31335.803,32020.209,33432.321,37809.277,40796.368,36964.973,35805.414,38273.824,34707.464,35398.235,35578.662,30213.096,30932.777,32367.092,34500.212,33159.068,30657.296,35061.615,36689.824,37915.908,38820.745,39738.447,2019
343,JAM,NGDPDPC,Jamaica,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1214.379,1310.503,1479.509,1289.23,948,878.359,1034.771,1158.596,1372.734,1588.557,1971.695,1799.773,1804.411,2249.32,2234.803,2660.153,2975.134,3347.367,3467.544,3473.435,3510.575,3529.711,3716.271,3592.888,3862.6,4248.977,4502.623,4837.86,5143.339,4515.123,4902.956,5338.569,5452.885,5235.069,5095.802,5193.26,5170.702,5406.564,5730.91,5826.09,5220.808,5643.229,5986.021,6297.884,6595.533,6886.696,2019
158,JPN,NGDPDPC,Japan,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",9466.402,10363.516,9577.94,10424.374,10981.923,11580.2,17118.391,20755.509,25065.131,24830.994,25379.595,28923.312,31429.621,35698.906,39219.812,43441.33,38450.955,35034.538,31915.735,36039.077,38535.586,33850.883,32300.666,34831.196,37696.723,37223.77,35463.873,35342.476,39453.494,41014.185,44673.608,48168.804,48632.903,40490.155,38156.33,34568.925,38772.329,38398.564,39150.275,40255.936,39047.86,40733.015,42777.198,45294.9,47302.924,48882.808,2019
439,JOR,NGDPDPC,Jordan,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1697.141,1838.681,1886.925,1902.7,1843.989,1780.842,2193.068,2225.634,2005.008,1291.648,1204.987,1193.759,1395.287,1361.59,1453.792,1499.556,1514.849,1546.363,1655.728,1675.702,1709.662,1782.108,1868.862,1948.189,2125.809,2271.857,2616.511,2849.051,3489.786,3597.34,3777.824,3897.607,3963.585,4100.939,4188.717,4218.828,4224.802,4273.905,4341.042,4425.687,4173.849,4346.997,4526.026,4747.437,4994.505,5255.696,2018
916,KAZ,NGDPDPC,Kazakhstan,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,168.645,304.849,751.98,1061.475,1358.804,1459.418,1480.094,1132.124,1230.491,1491.653,1657.155,2062.289,2862.502,3753.441,5261.026,6733.45,8349.287,7116.371,9005.039,11552.574,12300.184,13789.172,12713.564,10435.17,7662.006,9186.712,9749.069,9750.165,8781.866,9454.354,10306.847,11366.284,12190.806,13087.1,2018
664,KEN,NGDPDPC,Kenya,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",642.425,583.33,541.934,483.997,485.547,467.701,538.202,569.354,570.355,546.95,553.621,506.664,484.072,326.53,379.917,468.385,515.795,508.98,566.155,500.113,479.199,479.748,474.715,524.883,549.056,621.342,744.251,895.2,978.062,982.018,1036.259,1054.965,1248.068,1331.523,1451.566,1483.484,1561.856,1737.804,1888.2,2004.42,2075.223,2122.077,2234.368,2347.259,2465.97,2593.333,2019
826,KIR,NGDPDPC,Kiribati,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",720.463,739.991,656.088,630.233,675.191,500.804,479.561,530.358,652.243,630.112,594.756,645.746,646.914,623.58,716.416,721.087,847.061,839.086,805.03,832.622,802.478,732.872,824.831,1016.381,1128.371,1212.132,1166.435,1376.275,1456.908,1332.071,1518.57,1741.139,1798.255,1731.38,1655.862,1556.496,1598.885,1656.628,1718.778,1672.376,1638.445,1816.603,1850.205,1899.24,1942.475,1987.772,2017
542,KOR,NGDPDPC,Korea,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1715.422,1883.456,1992.517,2198.939,2413.276,2482.4,2834.893,3554.606,4748.644,5817.065,6610.001,7636.948,8126.659,8884.919,10385.39,12564.721,13402.994,12398.491,8281.721,10672.448,12257.019,11561.207,13165.083,14672.808,16496.134,19402.503,21743.477,24086.411,21350.43,19138.383,23085.401,25095.073,25466.758,27182.736,29249.576,28732.231,29286.639,31616.841,33422.944,31846.217,30644.427,32305.254,34011.763,35682.614,37405.248,39113.238,2018
967,UVK,NGDPDPC,Kosovo,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1421.34,1704.514,1781.057,2178.609,2220.737,2264.209,2340.247,2792.69,3320.602,3244.921,3290.463,3764.217,3582.014,3885.729,4098.923,3637.435,3766.222,4027.266,4432.559,4428.699,4141.436,4753.063,5020.533,5285.146,5558.077,5846.145,0
443,KWT,NGDPDPC,Kuwait,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",20966.177,17631.854,14417.541,12973.988,13410.421,12670.687,9653.473,10956.483,9640.407,11359.505,8588.145,7960.513,13989.932,16213.488,13549.775,13871.989,15068.13,13740.681,11424.919,13358.134,17012.776,15108.112,15759.074,18786.749,21585.563,27014.773,31907.199,33732.522,42827.126,30414.739,32216.413,41657.444,45726.188,44754.341,40278.045,27398.083,25267.146,27193.897,30442.117,28499.788,22252.431,23138.082,23773.59,24250.786,24700.695,25265.213,2018
917,KGZ,NGDPDPC,Kyrgyz Republic,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,207.976,148.155,245.851,329.934,396.495,379.056,344.404,258.467,280.635,309.913,323.343,382.888,436.496,478.77,546.621,725.487,971.678,876.933,884.846,1131.471,1189.517,1295.225,1292.621,1132.843,1131.841,1254.51,1321.954,1323.465,1147.807,1269.983,1359.317,1445.4,1501.443,1560.235,2019
544,LAO,NGDPDPC,Lao P.D.R.,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",596.195,341.872,334.404,596.411,831.389,1017.412,691.925,473.878,300.081,360.325,414.26,474.15,528.182,578.466,654.368,741.536,753.989,696.053,259.296,270.225,323.04,324.75,335.686,405.111,467.758,530.059,669.723,800.103,983.764,1045.888,1200.87,1412.035,1581.897,1830.51,1997.986,2130.628,2323.358,2452.974,2567.886,2660.753,2567.006,2614.116,2756.117,2911.105,3073.888,3253.702,2018
941,LVA,NGDPDPC,Latvia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,630.957,1019.088,1719.66,2156.79,2410.153,2662.533,2953.125,3134.021,3332.831,3541.915,4109.013,5104.212,6307.513,7527.94,9630.588,14008.691,16345.243,12168.899,11241.329,13746.807,13787.034,14962.66,15704.808,13646.703,14091.381,15518.217,17747.005,17771.634,17230.136,19933.768,21570.624,23201.136,24599.642,25938.447,2019
446,LBN,NGDPDPC,Lebanon,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1552.341,1480.701,1005.266,1376.829,1617.746,1344.145,1044.337,1219.36,1217.433,983.33,998.859,1502.896,1778.328,2289.646,2640.197,3108.268,3550.664,4245.088,4617.197,4580.897,4427.247,4348.564,4502.71,4438.926,4629.247,4575.107,4626.853,5207.793,6111.327,7354.954,7761.641,7675.309,7952.151,7933.233,7687.931,7644.545,7626.3,7792.599,8012.539,7661.073,2744.764,n/a,n/a,n/a,n/a,n/a,2012
666,LSO,NGDPDPC,Lesotho,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",344.984,341.247,276.886,296.79,270.601,211.216,236.766,295.454,326.397,329.823,386.962,432.996,483.063,471.038,486.519,520.355,496.495,523.126,481.637,472.17,458.776,379.516,415.105,599.482,747.515,800.857,819.374,942.082,879.228,1026.027,1241.579,1347.681,1287.293,1219.733,1274.29,1115.747,1130.715,1223.376,1215.15,1185.397,924.208,1018.324,1157.498,1242.597,1279.952,1323.352,2016
668,LBR,NGDPDPC,Liberia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,329.508,329.222,329.274,260.968,307.058,316.487,360.524,424.942,512.351,504.527,550.36,640.709,707.709,777.48,777.022,764.412,772.393,754.664,731.317,693.818,653.597,646.256,659.038,675.598,695.821,721.805,2016
672,LBY,NGDPDPC,Libya,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",13031.83,10762.563,10247.108,9371.005,8411.48,8319.667,6524.775,5815.611,5795.806,5881.526,7193.535,7776.953,7703.526,6780.858,6192.591,6882.208,7372.447,7424.949,5980.039,7067.876,7388.136,6485.16,3833.574,4831.424,5988.392,8467.716,9659.637,11711.138,12570.871,8524.772,11417.422,5402.251,12693.637,8282.151,3876.411,2723.365,2907.457,4685.07,6361.578,6055.464,3282.038,4732.704,6338.524,7238.05,7891.843,8610.333,2017
946,LTU,NGDPDPC,Lithuania,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1845.673,2328.215,2830.751,3166.964,3113.638,3297.451,3530.201,4146.106,5505.586,6706.027,7868.533,9246.559,12318.345,15034.203,11864.809,11975.363,14354.894,14342.181,15709.865,16560.788,14256.28,15005.498,16876.655,19089.28,19482.142,19883.066,22751.742,24411.172,25940.814,27301.061,28673.997,2019
137,LUX,NGDPDPC,Luxembourg,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",17738.454,15251.742,12514.614,12284.328,12032.918,12444.089,18022.861,22239.423,24976.457,26333.358,33201.106,35489.961,39219.569,39643.319,43482.67,50910.896,49920.674,44381.977,45821.792,49541.501,49183,48498.976,53399.666,66061.086,76343.548,81048.61,90499.207,107014.124,115898.454,104393.459,106177.041,117366.01,108050.474,114996.722,120449.741,102624.93,105364.028,108621.75,117859.718,115838.771,109602.322,125922.643,131701.045,136245.999,139729.084,143165.972,2018
546,MAC,NGDPDPC,Macao SAR,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15611.341,16622.642,18346.564,22881.103,24969.752,28805.634,34084.156,38086.666,39615.339,50921.113,65867.576,73937.747,84859.859,86997.503,70132.996,70379.099,77708.126,82535.643,79251.493,38769.201,48207.054,62600.623,78323.665,85921.849,92367.271,2019
674,MDG,NGDPDPC,Madagascar,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",594.73,529.787,518.939,495.274,402.08,380.975,423.6,304.151,293.209,283.399,338.948,272.525,301.997,320.564,269.561,284.823,354.742,297.115,297.254,279.921,293.607,334.442,319.216,368.797,284.488,319.537,338.751,438.655,536.352,467.54,471.959,531.266,518.155,541.069,530.863,467.235,476.226,515.935,528.481,525.296,514.854,554.384,599.057,628.18,658.443,689.199,2010
676,MWI,NGDPDPC,Malawi,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",326.983,318.032,295.582,298.052,284.324,254.768,251.755,232.783,251.93,272.96,298.716,371.869,300.049,343.226,197.546,227.197,363.682,414.359,264.97,261.557,250.462,240.396,272.824,245.144,259.727,267.785,284.729,306.9,358.416,405.62,442.765,493.843,359.588,317.471,343.979,353.507,294.755,325.01,350.441,377.72,399.097,397.311,400.347,402.735,407.572,413.16,2011
548,MYS,NGDPDPC,Malaysia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1926.963,1920.127,2006.482,2189.553,2419.501,2154.458,1864.031,2070.009,2213.866,2380.512,2585.824,2885.306,3378.721,3716.952,4027.509,4678.024,5175.556,5011.56,3519.766,3762.769,4347.73,4189.057,4441.847,4740.316,5244.874,5678.597,6353.414,7483.409,8769.395,7545.112,9047.202,10398.236,10806.84,10851.664,11165.259,9663.111,9523.295,9965.123,11077.428,11193.016,10192.457,11378.436,12205.501,13084.084,13911.194,14765.668,2019
556,MDV,NGDPDPC,Maldives,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",412.508,464.914,534.906,560.243,646.388,737.78,835.636,769.824,897.934,987.814,1091.55,1184.664,1343.012,1479.446,1591.14,1903.127,2107.605,2553.949,2658.803,2842.658,2967.253,2780.451,2952.215,3690.792,4238.041,3960.43,5268.793,6128.48,7337.951,7450.805,8086.697,8078.305,8719.582,9766.235,10787.471,11781.029,12348.712,13150.458,14552.21,15504.711,12464.371,14193.98,15807.088,17054.87,18255.479,19404.414,2014
678,MLI,NGDPDPC,Mali,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",286.454,234.094,202.86,191.973,187.769,185.354,252.941,290.075,287.083,345.585,387.839,387.973,389.751,379.108,282.773,356.81,355.7,325.445,329.005,331.779,277.839,316.234,345.813,404.925,454.12,504.44,539.607,616.723,719.334,722.924,732.402,861.874,801.102,827.335,872.028,772.639,803.301,853.566,915.638,907.252,899.223,992.307,1051.934,1099.17,1144.972,1179.76,2017
181,MLT,NGDPDPC,Malta,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8978.862,9107.638,9147.98,9621.951,9983.877,10482,10447.791,11346.456,13730.313,15260.887,15930.142,16818.012,19696.182,22378.184,21223.678,21842.065,23222.385,22674.787,24972.679,27080.097,25228.175,25891.093,28551.657,31023.596,30374.217,28468.65,32099.281,34349.213,36372.079,38574.269,40955.52,2019
